customer_id,execution_order,time_a,time_b
1,A_then_B,0.030018821998964995,0.035307112000737106
2,A_then_B,0.02643088699915097,0.042024351001600735
3,A_then_B,0.02985643800275284,0.036637033001170494
4,A_then_B,0.028794822999770986,0.03658145100052934
5,A_then_B,0.031459229001484346,0.03795239199826028
6,B_then_A,0.027231554999161744,0.03590748999704374
7,A_then_B,0.027018824002880137,0.034999938998225844
8,B_then_A,0.02644634500029497,0.03471608899781131
9,A_then_B,0.02660592699976405,0.0396674899966456
10,A_then_B,0.028478194999479456,0.038566947001527296
11,A_then_B,0.028782536999642616,0.03846308200081694
12,A_then_B,0.02848568799890927,0.03654792700035614
13,B_then_A,0.026382277999800863,0.035376317999180174
14,A_then_B,0.02713641800073674,0.03461339500063332
15,B_then_A,0.027187267001863802,0.03504762599914102
16,B_then_A,0.0340830389977782,0.03497786599837127
17,A_then_B,0.03116078200037009,0.03649355200104765
18,B_then_A,0.027402835999964736,0.03559475599831785
19,B_then_A,0.02704021500176168,0.035538772001018515
20,B_then_A,0.02758844100026181,0.03556395700070425
21,A_then_B,0.027438329998403788,0.04756306800118182
22,A_then_B,0.030655755999760004,0.03551130699997884
23,B_then_A,0.027717771001334768,0.035398231997533
24,A_then_B,0.02756083900021622,0.0353795760020148
25,A_then_B,0.02771896899866988,0.03534228700300446
26,A_then_B,0.027599125998676755,0.03483274199970765
27,A_then_B,0.026634833000571234,0.03627668899935088
28,B_then_A,0.026744697002868634,0.03526467099800357
29,A_then_B,0.027400309998483863,0.03556006800135947
30,A_then_B,0.027469853001093725,0.03669381299914676
31,B_then_A,0.027113366999401478,0.03532977400027448
32,B_then_A,0.02674870299961185,0.03643113599900971
33,A_then_B,0.02713647600103286,0.03647721100060153
34,A_then_B,0.027019140998163493,0.04156435799814062
35,B_then_A,0.026887687999987975,0.03534165599921835
36,B_then_A,0.026715898999100318,0.03712063500279328
37,B_then_A,0.02682631800053059,0.0349866500000644
38,B_then_A,0.02694077599880984,0.03486356400026125
39,A_then_B,0.028098304999730317,0.03551933999915491
40,A_then_B,0.02690990600240184,0.03533504299775814
41,A_then_B,0.039680829002463724,0.04645738199906191
42,A_then_B,0.027141973998368485,0.035058040000876645
43,A_then_B,0.027355872000043746,0.03681370300182607
44,B_then_A,0.026445092000358272,0.035834192000038456
45,B_then_A,0.027032007001253078,0.034718040998996
46,A_then_B,0.02981683100006194,0.03516936599771725
47,B_then_A,0.029743424001935637,0.03826222900170251
48,A_then_B,0.0283880440001667,0.03650314699916635
49,B_then_A,0.027821289000712568,0.035579891002271324
50,A_then_B,0.03182979900157079,0.04828812499908963
51,B_then_A,0.027721948998078005,0.03641033700114349
52,A_then_B,0.02729824999914854,0.036090055997192394
53,B_then_A,0.02648862899877713,0.035886991001461865
54,A_then_B,0.02645871699860436,0.03711975700207404
55,A_then_B,0.026488504001463298,0.03475178900043829
56,A_then_B,0.02689007200024207,0.03475844900094671
57,A_then_B,0.02693224899849156,0.0346664629978477
58,A_then_B,0.02647074999913457,0.0344909169980383
59,A_then_B,0.026613031997840153,0.03425435999815818
60,B_then_A,0.026512673000979703,0.03420974400069099
61,B_then_A,0.028033524999045767,0.03558412100028363
62,A_then_B,0.027128809000714682,0.03516075000152341
63,A_then_B,0.02680244200018933,0.034686384999076836
64,B_then_A,0.0258539699971152,0.03421145399988745
65,B_then_A,0.026124509000510443,0.03421436400094535
66,B_then_A,0.026501370000914903,0.034745176999422256
67,B_then_A,0.026454537000972778,0.03451022899753298
68,B_then_A,0.02696679400105495,0.0351469309971435
69,A_then_B,0.02739381499850424,0.03497865900135366
70,A_then_B,0.027142932998685865,0.03653660499912803
71,A_then_B,0.03047812400109251,0.03534163999938755
72,A_then_B,0.027552523999474943,0.03549084199767094
73,A_then_B,0.027105474000563845,0.03503892799926689
74,B_then_A,0.026575350999337388,0.034980997999809915
75,B_then_A,0.026800695002748398,0.03536185999837471
76,A_then_B,0.026495288002479356,0.0347056380014692
77,B_then_A,0.02699148499959847,0.03490516900274088
78,B_then_A,0.026440760000696173,0.03526564499770757
79,B_then_A,0.02689524800007348,0.03510091799762449
80,A_then_B,0.026687011999456445,0.03490974099986488
81,B_then_A,0.03201882600114914,0.035087688997009536
82,A_then_B,0.027093474000139395,0.03571383799862815
83,A_then_B,0.026481364999199286,0.03437365200079512
84,A_then_B,0.02711046199692646,0.034449656999640865
85,B_then_A,0.026642435001122067,0.034874255001341226
86,B_then_A,0.02656946900242474,0.03481015400029719
87,A_then_B,0.026789284002006752,0.03463787399959983
88,A_then_B,0.026237423000566196,0.03429400399909355
89,A_then_B,0.025873639999190345,0.03447388399945339
90,A_then_B,0.026010159999714233,0.0357666980016802
91,A_then_B,0.0264418549995753,0.034582141001010314
92,B_then_A,0.02585649899992859,0.0344636170011654
93,A_then_B,0.02667115399890463,0.03476967900132877
94,A_then_B,0.02702991299884161,0.035179225997126196
95,A_then_B,0.02627301400207216,0.03439231199809001
96,A_then_B,0.026340753000113182,0.03453681600149139
97,B_then_A,0.02586854199762456,0.034302289997867774
98,B_then_A,0.02665769099985482,0.03468990400142502
99,B_then_A,0.026742816000478342,0.034928705998027
100,A_then_B,0.026085371999215567,0.03431971899772179
1,B_then_A,0.02792791899992153,0.034236370000144234
2,B_then_A,0.026664582001103554,0.03498537600171403
3,B_then_A,0.027235825000389013,0.035439193998172414
4,A_then_B,0.026845356998819625,0.034609566999279195
5,B_then_A,0.025885327999276342,0.034158570000727195
6,B_then_A,0.025949255999876186,0.034276325000973884
7,B_then_A,0.026782109998748638,0.03412051100167446
8,A_then_B,0.026470172000699677,0.03476522200071486
9,A_then_B,0.026949490998958936,0.03468726900246111
10,A_then_B,0.02640753499872517,0.03644368899767869
11,B_then_A,0.02644740399773582,0.035122953999234596
12,A_then_B,0.02705267700002878,0.03532286799963913
13,B_then_A,0.027244679997238563,0.03516318300171406
14,A_then_B,0.026415701002406422,0.034923202998470515
15,B_then_A,0.027652001001115423,0.035855333000654355
16,B_then_A,0.02645388399832882,0.03565820999938296
17,A_then_B,0.026386788998934207,0.035507477001374355
18,B_then_A,0.027193008998438017,0.03468292400066275
19,A_then_B,0.027372956999897724,0.034687917002884205
20,B_then_A,0.026628315001289593,0.03491494800255168
21,B_then_A,0.02605978500287165,0.034468060002836864
22,A_then_B,0.026624394999089418,0.034649234999960754
23,B_then_A,0.026688934998674085,0.0347075279969431
24,B_then_A,0.025838327001110883,0.03490511699783383
25,B_then_A,0.02584851199935656,0.034065977997670416
26,A_then_B,0.025796589001402026,0.034040203001495684
27,B_then_A,0.025827310000750003,0.03403336799965473
28,B_then_A,0.02656161499908194,0.034000975003436906
29,B_then_A,0.026311049001378706,0.03478942199944868
30,A_then_B,0.02619981300085783,0.034511559999373276
31,A_then_B,0.02683115599938901,0.03630171100303414
32,B_then_A,0.026137864002521383,0.034506684001826216
33,A_then_B,0.025987474000430666,0.03601063800306292
34,B_then_A,0.027958924998529255,0.03465163700093399
35,A_then_B,0.02748909799993271,0.037787507000757614
36,B_then_A,0.02722318399901269,0.04428734999964945
37,B_then_A,0.02861656900131493,0.03575102399918251
38,B_then_A,0.027497965998918517,0.056848411997634685
39,A_then_B,0.02697553500183858,0.03482147099930444
40,A_then_B,0.026530696002737386,0.03428141499898629
41,A_then_B,0.025983799998357426,0.0350895989977289
42,B_then_A,0.02739538100286154,0.03450583599988022
43,A_then_B,0.026599688000715105,0.03534447399943019
44,B_then_A,0.026577224001812283,0.03514277599970228
45,A_then_B,0.026021343997854274,0.042819430000236025
46,B_then_A,0.026737152998975944,0.034767033997923136
47,B_then_A,0.026032827998278663,0.034503187001973856
48,A_then_B,0.026670874998671934,0.03477349199965829
49,B_then_A,0.026668793998396723,0.04135688599853893
50,B_then_A,0.02599648400064325,0.03423408800153993
51,B_then_A,0.025910153999575414,0.03408422700158553
52,A_then_B,0.026400794999062782,0.03478170200105524
53,A_then_B,0.026139956000406528,0.03418867299842532
54,B_then_A,0.02669380900260876,0.03451615700032562
55,A_then_B,0.028317416999925626,0.03539665599964792
56,B_then_A,0.027355618996807607,0.03625578599894652
57,B_then_A,0.03299597899967921,0.03518199899917818
58,B_then_A,0.02749205600048299,0.041725638999196235
59,A_then_B,0.02711893200103077,0.04550657899744692
60,B_then_A,0.03132474400263163,0.04795864999687183
61,B_then_A,0.03093197400085046,0.038213134997931775
62,A_then_B,0.03080852200218942,0.04352327000015066
63,A_then_B,0.028149934001703514,0.03947884800072643
64,B_then_A,0.029782481000438565,0.0385199710035522
65,B_then_A,0.029077094000967918,0.038048968999646604
66,A_then_B,0.028288954999879934,0.037258060001477133
67,A_then_B,0.027266573000815697,0.035406106002483284
68,B_then_A,0.029203427999163978,0.036086325999349356
69,A_then_B,0.03296488500200212,0.038220860002184054
70,A_then_B,0.03262148900103057,0.038260322999121854
71,A_then_B,0.029482275996997487,0.0371469400015485
